curve_id,contigs >= 0bp,contigs >= 1000bp,contigs >= 5000bp,contigs >= 10000bp,contigs >= 25000bp,contigs >= 50000bp,length >= 0bp,length >= 1000bp,length >= 5000bp,length >= 10000bp,length >= 25000bp,length >= 50000bp,Contigs,Largest_contig,Total length,GC%,N50,N90,auN,L50,L90,#Ns_per_kbp
81,774,103,77,53,39,31,6355709,6209851,6153699,5992046,5784281,5495295,135,531837,6231459,59.72,191149,42234,235899.6,10,34,31.58
82,620,26,22,22,22,21,6062939,5904437,5897285,5897285,5897285,5858891,37,778468,5911358,60.83,463013,109898,435247.7,5,15,14.51
83,100,24,20,20,20,19,5927351,5910860,5903707,5903707,5903707,5865313,25,999947,5911809,60.84,575097,134644,521605.3,5,13,14.11
84,150,23,20,20,17,17,5729434,5701144,5694584,5694584,5649110,5649110,26,848953,5703032,60.96,685379,127325,550978.9,4,12,7.96
85,123,20,18,18,16,16,5721446,5698560,5693189,5693189,5659629,5659629,26,848975,5702402,60.96,442079,139337,503523.1,5,12,8.66
86,130,34,28,26,24,20,6301078,6283084,6271974,6258845,6220824,6058214,35,684002,6283611,58.74,400039,154202,379333.8,7,16,17.57
87,192,40,36,34,30,24,6321414,6288021,6281456,6267471,6195230,5935485,41,683495,6288542,58.74,326554,96572,339958.2,7,20,17.6
88,263,116,104,92,78,43,6834234,6807152,6771679,6681789,6422437,5233996,121,506948,6810465,59.93,111663,29217,138142.4,19,68,24.43
89,134,46,42,40,38,31,5719659,5699772,5688973,5669933,5637694,5386272,48,667877,5701059,60.14,232769,63301,269007.9,8,27,34.08
8,98,18,18,16,16,15,6206726,6190088,6190088,6175269,6175269,6146592,18,1028675,6190088,60.83,742099,210879,664435.6,4,11,16.01
90,230,69,58,55,47,34,6566806,6535092,6508939,6488188,6326543,5858898,75,476771,6538802,60.93,194348,49219,212634.4,11,35,10.95
91,161,45,40,39,34,29,6087789,6062729,6050345,6041467,5938553,5742670,53,627387,6068428,60.25,249327,76451,282327.2,9,26,14.8
92,888,20,17,17,17,16,4842973,4604086,4598266,4598266,4598266,4572009,34,1164765,4612660,56.9,433552,113865,550777.4,4,12,16.82
93,136,19,16,16,16,12,4488057,4459468,4448130,4448130,4448130,4298176,21,1815730,4460890,54.32,555625,141215,918090.2,2,9,26.45
94,1356,981,364,154,50,37,11228060,11057522,9494692,8054400,6567995,6145297,1134,659177,11169374,58.76,79735,3526,182724.4,29,497,20.34
95,165,38,35,34,30,29,6354944,6328189,6321047,6315822,6242833,6209652,43,750250,6330989,59.25,285627,91407,366478.7,7,22,33.19
96,165,111,97,91,64,39,6088570,6076989,6044345,6002034,5534125,4644083,115,657388,6079305,59.29,97226,25951,177707.6,16,62,21.47
96_reseq,157,94,83,75,54,35,6091183,6077176,6047004,5987158,5609684,4900619,98,631270,6079903,59.29,125959,29472,185719.7,14,50,17.6
97,220,66,57,53,41,34,6711408,6678662,6656037,6632865,6432505,6191160,74,980126,6683766,60.29,244004,53418,339067,8,31,13.69
98,103,41,37,36,33,30,6667218,6653772,6644108,6638452,6593163,6459277,44,469434,6656003,59.23,293817,94722,280267.5,9,25,8.71
99,2026,52,49,46,38,29,6489273,5908899,5903851,5882530,5740507,5419317,129,538676,5954965,59.86,349258,53409,279810.2,7,28,29.12
9,182,44,37,35,27,24,5629165,5603089,5588487,5578264,5443888,5354699,47,693539,5605055,60.65,252125,90209,358035.8,6,20,17.81
